data/mydata/mydata.txt,496,1200,999,,1980,1999,935,,1197,,
data/mydata/mydata_n200_m1000_t200.txt,300,5000,999,,1762,3276,1270,,2589,,
data/mydata/mydata_n350_m1000_t1000.txt,348,1000,998,,796,811,461,,486,,
data/mydata/mydata_n800_m1000_t800.txt,727,1000,799,,3011,2991,1435,,1358,,
